PDB,fa_atr,fa_rep,fa_sol,fa_elec,hbond_bb_sc,hbond_sc,Interface_Energy,Total_BSA,Interface_HB,Total_packstats,Interface_unsat,Total_pose_exposed_SASA,interface_hydrophobic_sasa,interface_polar_sasa,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.9,7.9,8.9,16.9,6.15,7.15,8.15,16.15,6.16,7.16,8.16,16.16,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,SIDE_flex_ALPHA,SIDE_flex_BETA,SIDE_flex_OTHER,BACK_flex_ALPHA,BACK_flex_BETA,BACK_flex_OTHER,TotalElec,TotalHbond,Hphobe_contact,Pi_Pi,T-stack,Cation-pi,Salt_Bridge,diff_entropy,pienergy,fsp3,polarsurfacearea,vdwsa,Label
5mo5_4IH_A_decoys_2,-35.0509,10.348,6.48384,-5.83428,-0.618149,0,-29.856,876.041,2,0.625706,4,0.311276,0.765323,0.234677,4133,963,1028,68,159,32,36,3,518,118,131,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,13,0,12,20,-149750.7095,3,29,0,0,0,0,1.5,23.54,0.73,52.93,633.66,0
5mo5_4IH_A_decoys_3,-35.0935,8.8894,11.8273,-2.39585,-0.767499,0,-22.0206,828.724,1,0.620624,8,0.290704,0.718178,0.281822,3595,843,908,61,468,105,120,11,152,42,41,1,0,0,0,0,0,0,0,0,163,38,43,3,0,0,0,0,0,0,0,0,0,0,0,0,5,10,16,0,3,19,-145258.9475,1,16,0,0,0,0,2.4,14.64,0.95,36.53,571.2,0
5mo6_KXZ_A_decoys_1,-29.5251,4.90277,8.17807,-6.89129,0,0,-25.58,724.987,2,0.634182,5,0.350991,0.821026,0.178974,2449,567,613,45,536,118,132,11,221,56,59,4,298,75,78,5,0,0,0,0,386,82,90,9,0,0,0,0,0,0,0,0,0,0,0,0,9,15,8,1,14,25,77413.9933,2,16,0,0,0,0,-3,56.71,0.14,53.16,420.24,0
5mo6_KXZ_A_decoys_2,-35.1475,7.61784,3.14144,-3.36018,0,0,-31.935,781.123,1,0.62601,3,0.297568,0.870202,0.129798,2791,651,705,54,468,104,120,10,166,41,43,4,0,0,0,0,0,0,0,0,386,94,99,8,242,47,54,5,0,0,0,0,0,0,0,0,33,6,20,6,2,16,-69226.90181,0,30,1,0,1,0,-3.1,40.45,0.12,53.16,460.16,0
5mo6_KXZ_A_decoys_3,-26.6794,2.88992,5.9294,-6.66246,-0.738756,-1.22821,-28.0874,815.761,2,0.614078,5,0.277896,0.729916,0.270084,2172,527,556,36,455,124,112,6,309,66,73,6,0,0,0,0,0,0,0,0,129,36,33,1,0,0,0,0,235,57,56,4,0,0,0,0,11,32,3,3,13,7,42011.73336,2,18,0,0,0,0,-2.4,32.15,0.33,62.39,412.08,0
5mqy_GH4_A_decoys_1,-22.2572,5.30106,-0.623644,-1.01427,0,0,-21.9832,665.373,0,0.787296,8,0.469477,0.722837,0.277163,2542,707,880,61,90,26,32,3,739,208,255,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,17,0,8,8,89131.44269,0,19,0,0,0,0,-4.2,49.94,0.29,98.6,558.07,0
5mqy_GH4_A_decoys_2,-19.0217,2.32542,10.0325,-5.3725,0,-1.40983,-15.6281,512.757,1,0.778228,4,0.558669,0.556394,0.443606,1299,378,465,39,661,187,227,23,142,41,52,3,89,28,36,0,0,0,0,0,95,32,34,5,37,10,15,0,0,0,0,0,0,0,0,0,23,1,12,0,3,22,-67694.03101,3,8,0,0,0,0,-4,51.25,0.43,81.93,499.55,0
5mqy_GH4_A_decoys_3,-26.9785,5.49569,8.08092,-5.29482,0,0,-22.0176,625.933,0,0.792145,6,0.48312,0.660542,0.339458,2274,662,742,64,416,126,138,15,397,114,130,10,63,20,24,2,0,0,0,0,116,36,40,3,0,0,0,0,0,0,0,0,0,0,0,0,18,7,14,0,15,24,-47495.56935,0,15,1,0,0,0,-3.6,54.78,0.11,86.09,502.31,0
5mrd_S26_A_decoys_1,-24.1443,5.76445,7.56137,-2.92909,0,0,-17.064,571.017,0,0.747682,1,0.415551,0.721822,0.278178,1603,384,389,13,153,36,38,2,253,65,63,3,285,72,67,2,0,0,0,0,142,33,33,2,0,0,0,0,0,0,0,0,97,22,23,1,19,27,0,5,4,0,7471.896779,0,14,0,0,0,0,-1.9,43.26,0,46.17,364.77,0
5mrd_S26_A_decoys_2,-26.6046,5.70889,4.35748,-4.68229,0,0,-25.0927,557.07,0,0.743865,2,0.430733,0.713466,0.286534,1554,372,379,14,155,36,38,2,270,66,67,4,0,0,0,0,0,0,0,0,286,73,72,3,0,0,0,0,125,32,30,1,0,0,0,0,23,38,0,2,9,0,-6311.648707,1,20,0,0,0,0,-1.8,36.72,0.17,46.17,389.54,0
5mrd_S26_A_decoys_3,-23.3719,7.00953,4.16538,-7.31336,0,-1.24706,-24.2669,498.826,1,0.729507,1,0.432429,0.711312,0.288688,1698,406,412,14,138,34,32,2,206,54,56,3,0,0,0,0,0,0,0,0,111,27,30,1,0,0,0,0,198,53,53,2,0,0,0,0,32,31,0,3,9,0,-7106.102641,1,31,0,0,0,0,-2.2,35.08,0,46.17,362.03,0
5mt0_QJS_A_decoys_2,-18.9161,4.37315,10.2039,-6.57238,0,-1.20636,-14.5138,564.339,1,0.622645,2,0.4137,0.64373,0.35627,1399,469,444,43,333,108,111,11,179,57,59,7,253,87,90,6,0,0,0,0,93,29,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,0,6,5,-92407.79276,1,11,0,0,1,0,-6,44.5,0.5,75.43,430.4,0
5mt0_QJS_A_decoys_3,-20.9977,6.23832,17.7158,-22.6654,-1.34222,-2.26389,-24.7874,561.694,3,0.633796,3,0.385349,0.419729,0.580271,1507,478,537,42,306,92,110,10,298,96,107,8,0,0,0,0,0,0,0,0,256,85,96,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,74,0,3,12,-87659.62505,3,6,0,0,0,0,-6.6,39.52,0.07,85.08,407.24,0
5mut_HYT_A_decoys_1,-35.8493,10.5591,8.44022,-6.87924,0,-3.95573,-33.0456,882.165,3,0.591461,5,0.266607,0.84228,0.15772,3959,928,934,32,404,91,91,4,775,176,185,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,29,1,10,0,0,-427364.3504,3,31,0,0,0,1,-0.6,30.21,0.5,78.87,540.52,0
5mut_HYT_A_decoys_2,-35.693,10.4954,10.2377,-4.10638,0,-1.17429,-24.6504,822.423,2,0.627756,6,0.253906,0.847917,0.152083,3480,794,813,29,428,98,97,3,847,197,203,7,372,75,81,4,0,0,0,0,226,47,49,2,0,0,0,0,0,0,0,0,0,0,0,0,44,18,3,10,0,2,-139137.9752,2,16,0,0,0,0,0.6,52.55,0.24,84.5,499.59,0
5mut_HYT_A_decoys_3,-35.6335,10.0521,9.16589,-1.97905,0,0,-24.1671,799.402,0,0.617676,7,0.225159,0.863088,0.136912,3310,804,802,24,846,214,213,8,456,101,99,4,197,39,47,2,0,0,0,0,420,89,92,4,0,0,0,0,0,0,0,0,0,0,0,0,50,8,18,22,0,2,47233.23739,1,27,2,0,0,0,1.4,50.73,0,76.36,439.34,0
5mvc_Y9B_A_decoys_1,-35.4309,11.5852,10.9544,-7.39573,0,-2.39086,-26.8218,845.573,3,0.616433,5,0.253711,0.819538,0.180462,4076,925,947,40,193,44,50,1,756,183,187,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,35,0,12,0,3,-22350.07114,6,17,0,0,0,1,-0.4,19.31,0.86,78.79,615.85,0
5mvc_Y9B_A_decoys_2,-30.4662,12.2106,5.22873,-2.19346,0,0,-21.8073,698.914,0,0.649732,8,0.280974,0.764753,0.235247,2572,619,594,21,221,49,49,2,797,187,195,8,0,0,0,0,0,0,0,0,398,103,101,3,0,0,0,0,219,52,53,2,0,0,0,0,37,13,4,19,0,0,-26830.10392,0,21,0,0,0,0,-2.4,42.68,0.08,83.47,393.26,0
5mvc_Y9B_A_decoys_3,-38.6274,9.26106,7.76193,-1.15223,0,-0.617614,-27.521,853.536,1,0.648022,6,0.249187,0.818708,0.181292,3929,902,923,35,410,98,100,3,591,137,139,5,0,0,0,0,0,0,0,0,422,100,99,4,0,0,0,0,0,0,0,0,0,0,0,0,49,17,8,13,0,2,-87761.44106,0,34,0,0,0,0,1.8,43.59,0.32,75.27,523.37,0
5mwd_TJ3_A_decoys_1,-17.25,4.13649,2.73293,-5.18533,0,0,-18.2746,469.783,0,0.707748,1,0.586623,0.620064,0.379936,1433,362,470,54,0,0,0,0,484,123,156,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,23,0,1,-100209.1305,2,23,2,0,0,0,-6.6,47.71,0.37,86.61,509.42,0
5mwd_TJ3_A_decoys_3,-15.6442,1167.47,6.01,-3.89491,0,0,627.99,417.501,0,0.709827,1,0.611787,0.567368,0.432632,1245,328,397,20,419,113,148,9,56,16,21,1,71,19,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,11,0,0,-28922.21986,0,12,0,0,0,0,-6.8,46.87,0.12,90.35,431.97,0
5mwd_TJ3_A_decoys_4,-9.81086,2.46318,-0.414648,-0.64885,0,0,-9.99338,321.214,0,0.737039,1,0.718194,0.810084,0.189916,1097,310,380,35,273,74,95,8,79,23,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,5,0,0,-18102.93192,0,18,0,0,0,0,-6.4,40.45,0.32,87.05,506.71,0
5mxv_K3T_A_decoys_1,-37.1224,10.7116,1.56754,0.500822,0,0,-29.1963,668.51,0,0.593148,3,0.312787,0.795374,0.204626,3366,751,777,30,214,50,55,1,464,106,109,3,0,0,0,0,0,0,0,0,432,102,108,4,240,56,55,2,0,0,0,0,0,0,0,0,67,0,0,17,0,0,34717.92829,0,32,1,0,0,0,-0.5,39.69,0,42.24,339.23,0
5mxv_K3T_A_decoys_2,-34.1733,8.45118,9.95391,-1.07347,0,0,-20.687,612.726,0,0.620571,5,0.328748,0.808515,0.191485,3610,784,831,34,0,0,0,0,748,169,173,8,0,0,0,0,0,0,0,0,0,0,0,0,468,103,112,4,0,0,0,0,0,0,0,0,77,0,0,22,0,0,-88314.04294,0,24,1,0,0,0,-0.3,41.32,0.13,46.53,357.74,0
5myg_LS8_A_decoys_1,-30.0985,4.87183,5.45753,-6.45535,0,-1.40625,-30.3054,744.227,1,0.621814,3,0.307494,0.685827,0.314173,2815,698,818,20,222,59,66,2,751,180,201,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,34,0,0,5,-97942.70744,1,39,2,0,0,0,-0.9,45.21,0.19,84.94,501.65,0
5myg_LS8_A_decoys_2,-24.9584,6.14574,4.45089,-0.671017,0,0,-18.1664,710.868,0,0.63104,1,0.358896,0.736043,0.263957,2839,695,792,20,324,74,96,2,606,156,180,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,24,0,0,1,11376.15044,0,26,0,0,0,0,0.1,35.03,0.55,84.94,547.76,0
5myg_LS8_A_decoys_3,-36.6169,8.27329,5.79442,-4.15317,0,0,-31.3789,887.271,0,0.60743,7,0.255274,0.69203,0.30797,3087,731,850,24,692,159,198,5,312,77,88,2,0,0,0,0,0,0,0,0,182,48,49,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,39,0,0,11,-28120.81572,0,24,2,0,0,0,0.8,43.96,0.47,79.59,542.16,0
5myl_Q2N_A_decoys_1,-37.5328,9.77238,4.87927,0.208884,0,0,-27.9355,646.437,0,0.673137,5,0.335274,0.809909,0.190091,3401,748,783,31,688,156,168,6,248,52,54,2,233,52,53,2,0,0,0,0,0,0,0,0,243,54,62,2,0,0,0,0,0,0,0,0,92,0,0,11,0,0,-20203.82065,0,32,1,0,0,0,-2.8,40.63,0.29,46.92,407.52,0
5myl_Q2N_A_decoys_2,-38.2031,15.538,8.85507,1.87553,0,0,-19.3711,753.671,0,0.647983,5,0.29916,0.830604,0.169396,3620,788,830,35,706,149,159,5,227,50,54,3,0,0,0,0,0,0,0,0,225,55,55,1,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,6,0,0,32812.5841,2,31,0,0,0,0,-1.7,27.32,0.62,47.04,450.65,0
5myl_Q2N_A_decoys_3,-30.6799,10.236,3.6655,-2.34557,0,-0.390518,-24.8361,733.081,1,0.577173,4,0.257477,0.846587,0.153413,4169,918,989,39,476,102,107,6,469,97,110,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,9,0,0,-120978.2484,1,33,0,0,3,0,7,20.88,0.61,43.78,473.02,0
5myr_UDY_A_decoys_1,0,0,0,0,0,0,0,0,0,0.735387,0,1,0.5,0.5,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.2,40.81,0.3,57.85,460.59,0
5myr_UDY_A_decoys_2,-80.0915,12626.5,8.00388,7.52411,0,0,6880.21,524.329,0,0.633535,4,0.488886,0.561756,0.438244,3783,902,1022,18,377,92,105,1,357,92,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,1,123,0,0,51053.85899,0,209,2,0,0,0,-16.1,40.81,0.3,57.85,459.78,0
5myr_UDY_A_decoys_3,-31.5131,16.3482,5.45314,-1.21279,0,-1.22124,-20.8382,730.76,1,0.565279,4,0.305252,0.814528,0.185472,4051,879,956,31,951,194,208,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,50,50,2,0,0,0,0,0,0,0,0,90,0,0,10,0,0,-104443.2499,1,40,1,0,0,0,1.9,34.35,0.28,39.66,444.82,0
5mys_YP6_A_decoys_1,-40.0081,13.6334,5.39174,-4.54923,0,-1.54169,-32.9724,735.709,2,0.66271,6,0.321669,0.831581,0.168419,3750,853,903,30,253,51,56,2,926,215,228,6,0,0,0,0,0,0,0,0,0,0,0,0,203,50,51,2,0,0,0,0,0,0,0,0,87,0,0,15,0,0,-114832.8697,2,48,0,0,0,0,-3.3,42.02,0.19,60.7,407.8,0
5mys_YP6_A_decoys_2,-40.9064,17.312,2.16292,-2.42969,0,-0.577397,-32.3476,700.882,1,0.634834,3,0.336935,0.817347,0.182653,3907,887,914,29,924,209,228,9,244,53,56,2,0,0,0,0,0,0,0,0,227,54,59,2,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,19,0,0,23354.15243,3,53,1,0,0,0,-5.8,37.99,0.12,48.89,420.59,0
5mys_YP6_A_decoys_3,-4.10256,5.00345,4.74679,0.155374,0,-1.85942,2.35949,210.795,1,0.615766,0,0.763521,0.466733,0.533267,656,191,228,0,23,7,8,0,296,83,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,22,26,0,0,0,0,0,28,0,0,0,0,0,-60031.92456,1,0,0,0,0,0,-9.5,33.38,0.17,79.55,333.91,0
5myt_ZQC_A_decoys_1,-30.7618,7.38044,7.81164,-0.155425,0,0,-19.9597,642.327,0,0.637517,5,0.296396,0.844119,0.155881,2653,607,618,15,492,108,110,4,479,104,106,3,0,0,0,0,0,0,0,0,0,0,0,0,691,169,172,3,0,0,0,0,0,0,0,0,67,0,0,0,0,0,-11258.27585,0,32,3,0,0,0,-0.2,32.94,0.27,49.41,347.58,0
5myt_ZQC_A_decoys_2,-16.2341,2684.51,6.65876,-0.761576,0,-1.47986,1465.17,384.674,1,0.497668,0,0.652083,0.45522,0.54478,1269,379,448,0,178,60,70,0,39,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4,51,0,2,-101119.3612,1,29,0,0,0,0,-9.1,39.03,0.15,76.68,449.35,0
5myt_ZQC_A_decoys_3,-34.1814,9.01278,5.45202,-2.86389,0,0,-27.1264,625.948,0,0.609699,5,0.290483,0.79378,0.20622,4103,923,941,29,242,60,57,1,710,164,173,4,0,0,0,0,0,0,0,0,244,57,62,1,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,10,0,0,3734.684024,0,55,3,0,0,0,-3,42.22,0.06,55.4,367.94,0
5n17_8FK_A_decoys_1,-16.7812,4.0699,2.3891,-2.50538,0,-1.36784,-15.6274,582.691,1,0.66873,2,0.441617,0.79308,0.20692,2248,534,579,43,279,63,75,6,448,105,113,9,0,0,0,0,0,0,0,0,0,0,0,0,70,18,15,1,0,0,0,0,0,0,0,0,25,0,16,0,0,1,-19577.81035,1,13,0,0,0,0,-1.8,44.09,0.22,58.64,441.78,0
5n17_8FK_A_decoys_2,-18.7473,4.60588,0.420483,-3.59351,0,-2.64856,-21.1284,560.527,2,0.699312,1,0.489466,0.769992,0.230008,2526,609,671,46,223,60,62,4,437,106,112,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,9,0,0,2,-6183.420215,2,18,1,0,0,0,-2.6,39.62,0.24,67.74,463.2,0
5n17_8FK_A_decoys_3,-23.3788,5.54027,2.17117,-1.64959,0,0,-19.8688,725.845,0,0.674801,4,0.343865,0.737715,0.262285,3012,682,774,54,0,0,0,0,639,147,165,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,28,0,0,4,-18263.37639,0,29,0,0,0,0,-0.7,37.12,0.4,72.83,463.44,0
5n49_8LW_B_decoys_1,-23.3621,5.07876,3.67419,-2.00334,0,0,-20.1447,701.938,0,0.604139,2,0.428942,0.746882,0.253118,2192,545,589,14,462,105,125,3,122,30,33,1,0,0,0,0,0,0,0,0,74,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,41,0,0,7,-67582.34565,0,20,0,0,0,0,-2.6,30.23,0.65,49.33,579.91,0
5n49_8LW_B_decoys_2,-17.8608,4.1369,1.57951,-0.407848,0,0,-15.9182,587.9,0,0.585168,2,0.446163,0.746293,0.253707,2075,509,563,14,92,25,23,1,429,104,117,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,35,0,0,6,-76714.45839,0,15,0,0,0,0,-2,39.9,0.3,40.16,482.76,0
5n49_8LW_B_decoys_3,-56.6688,13726.2,36.7746,0.551725,0,0,7529.65,374.259,0,0.6281,4,0.49664,0.665422,0.334578,817,209,254,3,437,107,131,2,300,76,95,2,0,0,0,0,0,0,0,0,146,35,44,0,0,0,0,0,276,71,83,1,0,0,0,0,22,0,141,0,0,147,177278.3885,0,69,0,0,0,0,-13.1,33.23,0,71.6,241.28,0
5n4s_R38_B_decoys_1,-26.8597,4.22016,14.1129,-17.6926,-1.33413,-0.779834,-30.5254,660.184,2,0.675197,4,0.260475,0.685971,0.314029,2046,592,617,12,556,169,165,3,355,106,106,2,0,0,0,0,0,0,0,0,183,59,52,1,161,53,42,1,0,0,0,0,0,0,0,0,0,20,84,0,1,9,-133757.7966,5,21,0,0,1,0,0,37.55,0.08,85.08,379.71,0
5n4s_R38_B_decoys_2,-23.6888,3.97027,17.9857,-19.0922,-2.25544,0,-25.4222,646.326,2,0.66616,3,0.285234,0.698168,0.301832,1704,511,522,10,358,106,111,2,530,158,163,3,155,49,42,1,0,0,0,0,177,57,52,1,159,53,54,1,0,0,0,0,0,0,0,0,0,19,62,0,11,12,-342621.8507,2,10,0,0,0,0,-0.7,38.18,0.3,89.26,376.15,0
5n4s_R38_B_decoys_3,-19.8861,4.24845,9.01737,-4.38588,0,-0.891485,-15.071,696.794,1,0.647663,4,0.278823,0.723522,0.276478,1970,601,575,12,132,47,39,1,445,134,133,3,179,45,55,1,0,0,0,0,152,49,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,42,0,3,5,-82096.03177,1,21,0,0,0,0,-3.7,29.89,0.42,72.55,388.11,0
5n4t_R59_A_decoys_1,-25.9356,5.1844,16.233,-12.7537,-1.75613,-1.17373,-22.4661,748.479,3,0.666508,4,0.287265,0.64993,0.35007,2291,688,688,14,349,113,100,2,496,155,138,3,0,0,0,0,0,0,0,0,179,51,55,1,161,39,49,1,0,0,0,0,0,0,0,0,0,8,72,0,1,9,-448208.6803,4,14,0,0,1,2,-2.1,32.35,0.57,78.43,453.28,0
5n4t_R59_A_decoys_2,-26.1283,4.35177,9.85205,-7.49396,-1.05878,0,-23.895,689.085,2,0.6567,4,0.286494,0.716784,0.283216,2345,710,714,14,347,105,94,2,454,139,132,3,0,0,0,0,0,0,0,0,185,49,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,51,0,1,11,-258250.5613,2,20,0,0,0,0,-1.2,28.28,0.57,78.43,434.66,0
5n4t_R59_A_decoys_3,-22.1884,3.07,11.3446,-4.45409,0,-1.12888,-15.2716,741.704,1,0.654842,4,0.278807,0.698991,0.301009,2015,604,610,12,148,48,49,1,468,146,148,3,0,0,0,0,0,0,0,0,153,53,43,1,180,46,57,1,0,0,0,0,0,0,0,0,0,24,52,0,1,5,158659.447,1,24,0,0,1,1,-3,27.82,0.42,72.55,397.78,0
5n64_8OH_A_decoys_1,-33.204,12.666,0.488868,-0.279209,-0.259636,0,-27.9128,687.505,1,0.584673,5,0.309904,0.805794,0.194206,3090,796,818,10,329,85,87,3,108,31,34,0,0,0,0,0,0,0,0,0,0,0,0,0,175,44,45,1,0,0,0,0,0,0,0,0,12,0,51,9,0,9,-14025.028,1,31,4,0,0,1,-1.2,38.1,0.24,55.12,418.16,0
5n64_8OH_A_decoys_2,-26.8925,6.09022,10.3446,-9.10499,0,-2.05145,-24.6005,733.497,2,0.616062,4,0.370702,0.694646,0.305354,3167,822,860,17,116,31,35,0,242,60,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,35,8,0,0,-401834.5599,2,12,0,0,0,1,0.5,9,1,52.49,660.57,0
5n64_8OH_A_decoys_3,-28.4421,7.51554,3.02257,-2.68044,-0.594615,0,-25.2458,679.263,1,0.58788,6,0.281456,0.869183,0.130817,2468,630,650,12,605,146,148,3,0,0,0,0,0,0,0,0,0,0,0,0,183,43,45,0,369,95,98,3,0,0,0,0,0,0,0,0,13,0,44,0,0,12,-3967.800788,1,18,0,0,0,0,0,37.01,0.14,50.08,373.13,0
5n93_8QE_A_decoys_1,-22.1093,5.45676,9.26574,-11.1014,0,-1.25404,-21.861,734.587,2,0.583835,6,0.281804,0.708377,0.291623,2149,565,634,35,632,167,174,8,470,121,135,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,53,57,4,0,0,0,0,10,19,24,0,7,7,-176126.0101,3,8,0,0,0,0,-2.9,35.47,0.25,113.32,404.76,0
5n93_8QE_A_decoys_2,-19.6794,4.50557,7.27625,-3.86716,-1.24638,0,-15.0947,737.619,1,0.582673,3,0.308595,0.766058,0.233942,2392,630,704,40,558,146,158,10,547,147,173,11,0,0,0,0,0,0,0,0,186,49,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,10,3,-4255.673565,1,5,0,0,0,0,1.5,19.91,0.93,107.61,485.44,0
5n93_8QE_A_decoys_3,-25.9189,5.69987,8.31298,-5.62597,-1.23716,0,-20.8389,693.957,2,0.608332,4,0.291661,0.812266,0.187734,2613,703,808,54,702,186,212,14,367,96,98,6,0,0,0,0,0,0,0,0,192,45,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,29,19,0,16,17,39355.64166,2,13,0,0,0,0,0.7,38.12,0.19,111.1,413.04,0
5nae_8R8_A_decoys_1,-34.4433,8.8854,13.4513,-7.11231,0,-2.5454,-26.5468,703.287,2,0.670919,10,0.304888,0.65483,0.34517,3275,823,829,72,623,155,158,14,795,209,209,18,209,52,52,5,0,0,0,0,212,57,56,5,0,0,0,0,0,0,0,0,0,0,0,0,11,45,12,0,4,29,-357236.2855,2,22,0,0,0,1,-4.1,45.95,0.25,94.81,462.81,0
5nae_8R8_A_decoys_2,-36.0648,8.70683,9.91161,-7.36769,-0.84692,-1.35397,-29.9919,810.463,2,0.659264,8,0.30518,0.684283,0.315717,3109,811,822,63,405,105,101,8,1034,253,271,22,0,0,0,0,0,0,0,0,411,99,112,10,0,0,0,0,0,0,0,0,0,0,0,0,22,33,15,0,7,18,-121253.6517,2,19,0,0,0,0,-1.3,46.04,0.2,92.78,520.54,0
5nae_8R8_A_decoys_3,-30.341,9.56303,2.92143,-2.37576,0,0,-25.4383,742.589,0,0.649515,7,0.296757,0.738989,0.261011,3143,810,830,71,203,48,51,6,1180,308,317,25,0,0,0,0,0,0,0,0,204,54,56,5,0,0,0,0,0,0,0,0,0,0,0,0,7,26,9,0,5,16,-88146.93885,0,19,0,0,0,0,-1.8,45.8,0.25,83.09,516.6,0
5nag_8R5_A_decoys_1,-27.1937,5.69519,2.7067,-1.58395,0,0,-23.4751,801.186,0,0.660971,7,0.315403,0.688031,0.311969,3131,805,804,62,413,101,103,10,836,214,217,19,0,0,0,0,0,0,0,0,201,47,53,5,0,0,0,0,0,0,0,0,0,0,0,0,2,30,2,0,7,9,-71158.60148,0,16,0,0,0,0,-0.5,42.77,0.31,77.4,507.89,0
5nag_8R5_A_decoys_2,-34.4581,9.64197,3.8778,-6.67146,0,0,-32.4052,789.825,0,0.651295,8,0.30455,0.696399,0.303601,3436,878,898,80,220,49,53,5,1034,255,266,23,0,0,0,0,0,0,0,0,204,46,52,5,0,0,0,0,0,0,0,0,0,0,0,0,15,40,6,0,12,25,-142451.7707,1,26,0,0,0,0,-2.8,45.77,0.29,73.86,532.96,0
5nag_8R5_A_decoys_3,-27.159,10.8874,-2.02583,1.18306,0,0,-23.555,715.888,0,0.649957,0,0.334227,0.806934,0.193066,3036,752,767,73,195,46,48,5,988,242,254,22,0,0,0,0,0,0,0,0,172,46,49,5,0,0,0,0,0,0,0,0,0,0,0,0,5,22,16,0,1,19,116791.6703,0,34,0,0,0,0,-2.9,43.69,0.25,73.86,501.63,0
5nah_8RB_A_decoys_1,-31.5616,8.23281,5.39832,-0.298117,0,0,-23.0927,808.659,0,0.644079,7,0.33583,0.652883,0.347117,2958,758,766,59,1207,309,312,25,202,44,50,5,0,0,0,0,0,0,0,0,368,91,97,8,0,0,0,0,0,0,0,0,0,0,0,0,11,41,8,0,0,8,-8684.955396,0,16,0,0,0,0,-0.6,39.75,0.27,85.59,457.26,0
5nah_8RB_A_decoys_2,-30.9994,5.96037,8.09583,-4.56756,0,0,-25.1208,761.035,0,0.621608,6,0.336329,0.750931,0.249069,3039,769,786,63,830,206,208,21,625,149,161,14,186,44,47,4,0,0,0,0,212,50,52,4,0,0,0,0,0,0,0,0,0,0,0,0,8,39,9,0,4,18,-85243.20447,0,19,0,0,0,0,0.9,45.38,0.44,85.37,499.4,0
5nah_8RB_A_decoys_3,-21.6683,4.23338,2.40991,-2.91807,0,0,-20.4294,774.818,0,0.610454,1,0.297285,0.743181,0.256819,3036,795,786,60,810,214,222,17,361,90,90,8,0,0,0,0,0,0,0,0,176,50,44,4,0,0,0,0,0,0,0,0,0,0,0,0,2,14,9,0,5,3,-31244.25702,0,11,0,0,0,0,-1.7,41.11,0.33,80.12,564.37,0
